,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity
41,K-12 School,6,NORTHWEST,1954,3,175015,0,K-12 School,K-12 School,175015.0,,,,,95.0,40.0,0.0,2679739.0,4315001.0,1.42
42,Self-Storage Facility,7,DOWNTOWN,1911,3,70586,0,"Office, Self-Storage Facility, Vocational School",Self-Storage Facility,38439.0,Vocational School,28197.0,Office,3859.0,63.63590772316951,30.60000038,0.0,1500229.0,658400.0,0.64
43,Hotel,7,DOWNTOWN,1969,24,332210,205970,Hotel,Hotel,348630.0,,,,,67.0,46.40000153,0.0,12204406.0,3958787.0,0.89
44,Large Office,7,DOWNTOWN,1973,5,168115,0,"Data Center, Office, Retail Store",Office,103362.0,Retail Store,65676.0,Data Center,493.0,78.0,56.29999924,0.0,9536160.0,0.0,0.4
45,Other,7,DOWNTOWN,1920,2,57428,0,"Other - Mall, Personal Services (Health/Beauty, Dry Cleaning, etc)",Other - Mall,51747.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",5681.0,,,62.36363636363637,21.70000076,0.0,714939.0,532423.0,0.58
46,Small- and Mid-Sized Office,7,DOWNTOWN,1910,8,59400,0,"Office, Retail Store",Office,34947.0,Retail Store,4993.0,,,14.0,85.40000153,0.0,5071973.0,0.0,0.6
47,Mixed Use Property,7,DOWNTOWN,1926,2,52549,0,"Office, Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,23500.0,Restaurant,23500.0,Office,5459.0,61.96153846153846,286.3999939,0.0,4632459.0,10393737.0,11.12
48,Hotel,7,DOWNTOWN,1930,20,98634,10043,"Hotel, Parking, Restaurant",Hotel,83591.0,Parking,10043.0,Restaurant,5000.0,71.0,54.59999847,0.0,4290059.0,551288.0,0.6
49,Hotel,7,DOWNTOWN,1982,34,994212,146694,"Hotel, Parking, Swimming Pool",Hotel,994212.0,Parking,117668.0,Swimming Pool,0.0,63.0,80.90000153,11598686.0,45545529.0,23324992.0,2.47
50,Hotel,7,DOWNTOWN,1985,7,71150,0,"Hotel, Parking, Restaurant, Retail Store",Hotel,41340.0,Parking,13730.0,Retail Store,9604.0,98.0,93.09999847,0.0,3243900.0,2104408.0,1.89
51,Hotel,7,DOWNTOWN,1908,7,122810,0,"Hotel, Other - Entertainment/Public Assembly, Retail Store",Hotel,88360.0,Other - Entertainment/Public Assembly,26450.0,Retail Store,8000.0,99.0,44.0,0.0,1293561.0,4107716.0,1.85
52,Hotel,7,LAKE UNION,1959,5,113173,42546,"Hotel, Parking",Hotel,70627.0,Parking,42546.0,,,86.0,74.80000305,0.0,2944680.0,2339663.0,1.28
53,Hotel,7,LAKE UNION,2000,7,150453,34735,Hotel,Hotel,107547.0,Restaurant,3000.0,,,84.0,60.70000076,0.0,3396109.0,3319078.0,1.33
54,Hotel,7,LAKE UNION,1997,6,116300,28200,Hotel,Hotel,88490.0,Parking,28300.0,,,80.0,65.90000153,0.0,3188457.0,2639138.0,1.4
55,Hotel,7,MAGNOLIA / QUEEN ANNE,1998,6,155602,36744,Hotel,Hotel,155602.0,,,,,81.0,43.90000153,0.0,4558937.0,2277962.0,0.98
56,K-12 School,3,EAST,1911,3,56072,0,K-12 School,K-12 School,56072.0,,,,,76.0,57.70000076,0.0,551867.0,2682920.0,2.61
57,Hotel,7,MAGNOLIA / QUEEN ANNE,1999,4,122942,44891,"Hotel, Parking",Hotel,78051.0,Parking,44891.0,,,94.0,68.40000153,0.0,2423730.0,2913604.0,1.4
58,Small- and Mid-Sized Office,3,CENTRAL,1962,2,54984,0,Office,Office,54984.0,,,,,71.0,61.40000153,0.0,1978230.0,1396981.0,1.6
59,Senior Care Community,1,SOUTHWEST,1922,5,217603,0,"Parking, Senior Care Community",Senior Care Community,296313.0,Parking,0.0,,,54.0,144.3999939,0.0,11824772.0,30967300.0,7.94
60,Senior Care Community,5,NORTHWEST,1970,2,93397,0,Senior Care Community,Senior Care Community,93397.0,,,,,1.0,175.6000061,0.0,5679498.0,10723064.0,6.52
61,Hotel,7,LAKE UNION,2008,6,84103,20732,"Hotel, Parking",Hotel,63371.0,Parking,20732.0,,,74.0,58.5,0.0,2812688.0,893412.0,0.8
63,Medical Office,3,EAST,1965,3,179014,0,Medical Office,Medical Office,179014.0,,,,,48.0,93.30000305,0.0,9886484.0,6814570.0,2.41
64,Hotel,3,EAST,1908,7,76631,0,Hotel,Hotel,76631.0,,,,,71.0,94.69999695,0.0,2660742.0,4598016.0,3.43
65,Mixed Use Property,3,EAST,1983,6,99780,9341,"Data Center, Medical Office, Non-Refrigerated Warehouse, Office, Other, Parking",Medical Office,40174.0,Parking,20868.0,Office,17020.0,61.96153846153846,204.5,5327802.5,10145313.0,0.0,4.83
66,Retail Store,7,LAKE UNION,1929,2,58320,0,Retail Store,Retail Store,72072.0,,,,,96.0,14.60000038,0.0,361803.0,687945.0,0.67
67,Large Office,7,LAKE UNION,2010,5,316306,0,"Office, Other, Parking, Retail Store",Office,261826.0,Parking,150726.0,Other,15139.0,96.0,48.0,0.0,12871091.0,924861.0,0.44
68,Hotel,3,LAKE UNION,1990,7,282863,44766,"Hotel, Parking",Hotel,235788.0,Parking,51537.0,,,37.0,82.5,0.0,10980652.0,8478651.0,1.86
69,Other,7,MAGNOLIA / QUEEN ANNE,1962,1,389000,0,Other,Other,368000.0,,,,,62.36363636363637,64.30000305,6093150.0,14419146.0,688680.0,1.56
70,Other,7,MAGNOLIA / QUEEN ANNE,1962,1,91213,0,Other,Other,65000.0,,,,,62.36363636363637,125.1999969,4120130.0,3754115.0,0.0,3.77
71,Other,7,MAGNOLIA / QUEEN ANNE,1938,5,396085,0,Other,Other,278500.0,,,,,62.36363636363637,75.19999695,9763690.0,7252325.0,0.0,2.03
72,Large Office,7,LAKE UNION,2010,12,571329,0,"Office, Other, Parking",Office,598801.0,Parking,310699.0,Other,26203.0,91.0,63.40000153,0.0,32206199.0,7399685.0,1.08
73,Other,7,MAGNOLIA / QUEEN ANNE,1962,2,52000,0,Other,Other,52000.0,,,,,62.36363636363637,52.40000153,1202380.0,1293349.0,0.0,1.96
74,Other,7,MAGNOLIA / QUEEN ANNE,1928,1,60696,0,Other,Other,108000.0,,,,,62.36363636363637,8.100000381,0.0,875943.0,0.0,0.1
75,Other,7,MAGNOLIA / QUEEN ANNE,1928,2,262048,0,Other,Other,296000.0,,,,,62.36363636363637,70.0,5137220.0,13512686.0,0.0,1.87
76,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1986,2,66240,2352,"Data Center, Distribution Center, Office, Parking, Retail Store",Office,45900.0,Data Center,5181.0,Distribution Center,4551.0,67.21794871794872,74.90000153,0.0,4166305.0,0.0,0.44
77,Large Office,7,MAGNOLIA / QUEEN ANNE,2010,6,920598,303707,"Office, Other, Parking",Office,729584.0,Parking,185014.0,Other,6000.0,93.0,49.79999924,0.0,27597261.0,9069780.0,0.73
78,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1970,4,76213,25930,"Office, Other, Parking",Office,48546.0,Parking,21454.0,Other,2406.0,68.0,68.19999695,0.0,2944692.0,531520.0,0.64
79,Hotel,7,MAGNOLIA / QUEEN ANNE,2002,6,96910,36934,"Hotel, Parking",Hotel,59976.0,Parking,36934.0,,,56.0,86.0,0.0,2637011.0,2518558.0,1.57
80,Hotel,4,NORTHEAST,1962,4,50017,0,"Hotel, Swimming Pool",Hotel,50017.0,Swimming Pool,0.0,,,53.0,108.9000015,0.0,2128306.0,3320669.0,3.82
82,K-12 School,3,EAST,1923,3,67743,0,K-12 School,K-12 School,67743.0,,,,,34.0,39.09999847,0.0,1337786.0,1309093.0,1.16
83,K-12 School,3,EAST,1908,6,194104,0,K-12 School,K-12 School,194104.0,,,,,100.0,32.0,0.0,1887893.0,4331949.0,1.25
84,Small- and Mid-Sized Office,3,SOUTHEAST,2003,3,99433,35752,"Office, Parking",Office,63681.0,Parking,35752.0,,,63.0,76.90000153,0.0,4897760.0,0.0,0.34
89,Other,4,NORTHEAST,1941,4,56521,0,Other,Other,49000.0,,,,,62.36363636363637,129.6999969,0.0,6357631.0,0.0,0.78
90,Other,4,NORTHEAST,1929,2,206934,0,"Other, Parking",Other,119146.0,Parking,0.0,,,62.36363636363637,35.70000076,0.0,2001103.0,2252474.0,0.65
91,Hotel,5,NORTHWEST,2001,4,51390,0,"Hotel, Parking",Hotel,51390.0,Parking,0.0,,,89.0,70.30000305,0.0,1398289.0,2213249.0,2.48
93,K-12 School,5,NORTHWEST,1959,1,245587,0,K-12 School,K-12 School,245587.0,,,,,92.0,47.90000153,0.0,3926011.0,7839670.0,1.81
94,Hotel,5,NORTHWEST,2002,3,69138,0,Hotel,Hotel,70609.0,,,,,78.0,45.90000153,0.0,1802889.0,1439568.0,1.29
96,Hotel,7,DOWNTOWN,1904,5,190980,0,"Hotel, Parking",Hotel,190980.0,Parking,19051.0,,,98.0,34.09999847,0.0,4402910.0,2103084.0,0.75
97,Other,7,DOWNTOWN,1998,6,284100,0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,189750.0,,,,,62.36363636363637,77.19999695,4311136.0,9803021.0,527343.0,1.51
98,Hospital,6,BALLARD,1954,5,285333,0,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),302661.0,Parking,148865.0,,,14.0,225.0,0.0,35237205.0,32853512.0,6.98
100,Other,2,DOWNTOWN,2006,4,61156,0,"Office, Other",Other,42755.0,Office,29219.0,,,62.36363636363637,130.1000061,0.0,6947270.0,2416104.0,2.89
101,Other,2,DOWNTOWN,1910,4,72820,13820,Museum,Museum,58000.0,,,,,62.36363636363637,34.70000076,0.0,1311669.0,698785.0,0.64
102,Hotel,7,MAGNOLIA / QUEEN ANNE,1996,4,162222,14200,"Hotel, Parking",Hotel,113702.0,Parking,32692.0,,,76.0,69.90000153,0.0,4197462.0,3749499.0,1.41
104,University,3,EAST,1915,3,63330,0,College/University,College/University,64820.0,,,,,63.63590772316951,47.20000076,0.0,1911064.0,1148694.0,1.17
105,University,1,DELRIDGE,1970,2,441071,0,College/University,College/University,483000.0,,,,,63.63590772316951,79.30000305,0.0,25314575.0,12987166.0,1.96
106,Small- and Mid-Sized Office,4,NORTHEAST,2002,2,96300,0,"Data Center, Office",Office,92300.0,Data Center,4944.0,,,67.21794871794872,167.8000031,0.0,13973696.0,2346137.0,2.31
107,Other,2,GREATER DUWAMISH,1950,1,67356,0,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",68359.0,,,,,62.36363636363637,109.4000015,0.0,4182001.0,3293576.0,3.03
112,Small- and Mid-Sized Office,2,GREATER DUWAMISH,1958,1,54765,0,"Office, Other",Office,25765.0,Other,25000.0,,,67.21794871794872,83.80000305,0.0,3569337.0,684032.0,1.12
113,Other,2,GREATER DUWAMISH,2009,5,89821,0,"Food Service, Office, Other - Lodging/Residential",Other - Lodging/Residential,46483.0,Office,37938.0,Food Service,4579.0,62.36363636363637,21.89999962,0.0,67462.0,1882631.0,1.12
114,University,7,MAGNOLIA / QUEEN ANNE,1980,2,52611,0,College/University,College/University,52611.0,,,,,63.63590772316951,78.30000305,0.0,2479273.0,1637598.0,1.98
115,Residence Hall,7,MAGNOLIA / QUEEN ANNE,2001,4,139600,37500,Residence Hall/Dormitory,Residence Hall/Dormitory,135520.0,,,,,89.0,32.79999924,0.0,2316298.0,2132284.0,0.93
116,K-12 School,5,NORTH,2011,2,236758,0,"K-12 School, Parking",K-12 School,238550.0,Parking,0.0,,,96.0,35.0,0.0,4789948.0,3566039.0,0.94
117,Other,3,CENTRAL,1971,6,250981,0,"Courthouse, Other",Other,137565.0,Courthouse,78357.0,,,62.36363636363637,60.5,4336524.5,8155002.0,580172.0,1.68
119,Other,7,DOWNTOWN,2004,11,299070,68432,Other,Other,250000.0,,,,,62.36363636363637,261.2999878,0.0,30651644.0,34685331.0,6.87
120,Small- and Mid-Sized Office,2,GREATER DUWAMISH,2007,3,64015,0,"Non-Refrigerated Warehouse, Office, Other - Services",Office,30000.0,Non-Refrigerated Warehouse,15000.0,Other - Services,9015.0,21.0,60.0,0.0,2657382.0,584696.0,0.77
121,Retail Store,5,NORTH,1951,1,530039,0,"Restaurant, Retail Store",Retail Store,505103.0,Restaurant,24936.0,,,98.0,52.29999924,0.0,16224529.0,11492503.0,1.36
122,Other,5,NORTH,1964,3,54224,0,Other/Specialty Hospital,Other/Specialty Hospital,47012.0,,,,,62.36363636363637,154.5,0.0,3344827.0,3920350.0,4.27
123,Retail Store,5,NORTH,1965,4,124342,0,Retail Store,Retail Store,122000.0,,,,,76.0,71.90000153,0.0,8653621.0,112356.0,0.53
124,Hospital,4,NORTHEAST,1953,10,879000,0,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),879000.0,,,,,10.0,288.7999878,0.0,115641210.0,138191238.0,9.27
125,Other,5,NORTHWEST,1996,3,55442,0,"Financial Office, Medical Office, Parking",Financial Office,28636.0,Parking,15385.0,Medical Office,8644.0,72.0,85.59999847,0.0,1859345.0,1331883.0,1.51
127,Self-Storage Facility,3,EAST,1910,5,84870,0,Self-Storage Facility,Self-Storage Facility,85521.0,,,,,63.63590772316951,16.20000076,0.0,482635.0,898955.0,0.6
128,University,5,NORTHWEST,1970,2,694072,111625,College/University,College/University,667335.0,,,,,63.63590772316951,53.79999924,0.0,33450832.0,2440648.0,0.52
131,Warehouse,2,GREATER DUWAMISH,1904,4,114297,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,114297.0,,,,,61.0,18.39999962,0.0,912475.0,1187623.0,0.61
134,Warehouse,2,GREATER DUWAMISH,1937,1,234144,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,234144.0,,,,,87.0,28.79999924,0.0,1316817.0,5427500.0,1.27
135,Retail Store,1,DELRIDGE,1966,1,64984,0,Retail Store,Retail Store,65425.0,,,,,72.0,45.0,0.0,2613687.0,330609.0,0.55
136,Retail Store,1,DELRIDGE,1965,1,67745,0,Retail Store,Retail Store,67782.0,,,,,37.0,136.1999969,0.0,2624102.0,6606121.0,5.45
137,K-12 School,1,DELRIDGE,2010,2,367884,0,K-12 School,K-12 School,367884.0,,,,,97.0,33.29999924,0.0,8205020.0,4060496.0,0.74
140,Other,6,BALLARD,1973,3,56000,0,Other,Other,56000.0,,,,,62.36363636363637,33.09999847,0.0,844864.0,1006396.0,1.06
142,Self-Storage Facility,1,SOUTHWEST,1969,2,52088,0,Self-Storage Facility,Self-Storage Facility,52088.0,,,,,63.63590772316951,26.39999962,0.0,523765.0,853755.0,0.94
144,Hotel,3,LAKE UNION,1998,5,123920,30000,"Hotel, Parking, Swimming Pool",Hotel,123920.0,Parking,30000.0,Swimming Pool,0.0,79.0,75.59999847,0.0,4079217.0,5293961.0,2.5
145,Other,3,LAKE UNION,1900,1,50000,0,Museum,Museum,43000.0,,,,,62.36363636363637,175.6000061,0.0,3797924.0,3750882.0,4.51
146,Warehouse,7,MAGNOLIA / QUEEN ANNE,1926,2,50292,0,"Non-Refrigerated Warehouse, Office, Other - Services, Residence Hall/Dormitory",Non-Refrigerated Warehouse,42345.0,Residence Hall/Dormitory,5000.0,Office,4730.0,54.02836879432624,8.0,0.0,430474.0,0.0,0.06
147,Hotel,7,MAGNOLIA / QUEEN ANNE,1998,7,207656,54341,Hotel,Hotel,141591.0,,,,,76.0,78.90000153,0.0,5530787.0,5641200.0,1.63
149,Small- and Mid-Sized Office,5,NORTHWEST,1957,2,91130,0,"Data Center, Distribution Center, Office, Other, Parking",Office,57968.0,Distribution Center,32881.0,Parking,11850.0,67.21794871794872,100.5,0.0,7093984.0,2378373.0,1.93
151,Hotel,5,NORTHWEST,1968,4,64893,0,Hotel,Hotel,64893.0,,,,,70.0,95.5,0.0,2620548.0,3577277.0,3.21
154,Small- and Mid-Sized Office,7,DOWNTOWN,1900,3,44558,0,"Office, Restaurant, Self-Storage Facility",Office,34416.0,Self-Storage Facility,7672.0,Restaurant,2470.0,78.0,37.59999847,0.0,1317637.0,359365.0,0.63
155,Other,2,GREATER DUWAMISH,1999,6,1585960,327680,"Other - Entertainment/Public Assembly, Parking",Other - Entertainment/Public Assembly,1585960.0,Parking,0.0,,,62.36363636363637,37.70000076,0.0,49439914.0,10317518.0,0.56
156,Distribution Center,2,GREATER DUWAMISH,1924,2,179161,0,"Data Center, Distribution Center, Office, Other",Distribution Center,117476.0,Office,37321.0,Other,25543.0,53.725,52.20000076,0.0,8772104.0,664302.0,0.54
157,Warehouse,2,GREATER DUWAMISH,1965,2,58640,0,"Non-Refrigerated Warehouse, Office, Other, Other - Services",Non-Refrigerated Warehouse,40831.0,Other - Services,16735.0,Office,11533.0,54.02836879432624,55.90000153,0.0,3928695.0,0.0,0.47
158,Other,2,GREATER DUWAMISH,1999,3,1172127,0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,1172127.0,,,,,62.36363636363637,50.09999847,0.0,40622381.0,18138920.0,1.06
159,Hotel,2,GREATER DUWAMISH,2005,9,168449,14567,"Food Service, Hotel, Parking",Hotel,135006.0,Parking,20600.0,Food Service,9216.0,64.0,88.19999695,0.0,6232233.0,6494555.0,2.31
160,Warehouse,1,GREATER DUWAMISH,1916,4,79600,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,79600.0,,,,,34.0,30.29999924,0.0,2411402.0,0.0,0.21
162,Large Office,1,GREATER DUWAMISH,1980,2,334368,31874,"Laboratory, Non-Refrigerated Warehouse, Office, Other - Utility",Office,240984.0,Laboratory,72963.0,Other - Utility,16766.0,77.4375,159.8999939,0.0,45321378.0,8145300.0,2.24
163,Other,5,NORTH,2008,6,419848,335109,"Fast Food Restaurant, Medical Office, Movie Theater, Parking, Retail Store",Parking,335109.0,Movie Theater,65000.0,Medical Office,13567.0,62.36363636363637,107.8000031,0.0,6995246.0,2139716.0,0.39
164,Mixed Use Property,7,MAGNOLIA / QUEEN ANNE,2002,4,110785,0,"Financial Office, Multifamily Housing, Parking, Retail Store, Supermarket/Grocery Store",Multifamily Housing,58563.0,Supermarket/Grocery Store,48520.0,Parking,29839.0,61.96153846153846,95.30000305,0.0,10139555.0,418354.0,0.84
166,Hotel,7,DOWNTOWN,1999,1,934292,0,"Hotel, Other, Parking, Restaurant, Retail Store",Hotel,495536.0,Parking,438756.0,Restaurant,49700.0,61.22222222222222,117.9000015,0.0,39364114.0,25683162.0,1.75
167,Hospital,3,CENTRAL,1990,5,597519,0,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),601615.0,Parking,48607.0,,,34.0,238.3999939,0.0,58754927.0,84668094.0,8.21
169,Warehouse,4,LAKE UNION,1991,3,75397,8161,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,67236.0,Parking,8161.0,,,91.0,8.199999809,0.0,423381.0,125800.0,0.13
170,Hospital,3,EAST,2000,8,1158691,0,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),1350182.0,Parking,387651.0,,,29.0,217.1000061,122575032.0,168683602.0,1832129.0,9.26
171,Senior Care Community,2,DOWNTOWN,1999,5,102796,12611,"K-12 School, Medical Office, Office, Restaurant, Retail Store, Senior Care Community",Senior Care Community,55259.0,Medical Office,40091.0,K-12 School,3231.0,53.94444444444444,98.30000305,0.0,7428816.0,2676561.0,1.89
174,K-12 School,4,NORTHEAST,1928,2,55653,0,K-12 School,K-12 School,55500.0,,,,,98.0,24.79999924,0.0,6138.0,1371489.0,1.31
175,Hotel,4,NORTHEAST,1931,16,106860,0,Hotel,Hotel,106860.0,,,,,49.0,111.6999969,0.0,3561742.0,8373976.0,4.39
176,Small- and Mid-Sized Office,5,NORTH,1972,5,50759,0,"Office, Restaurant",Office,47079.0,Restaurant,3680.0,,,62.0,62.0,0.0,2558533.0,588509.0,0.97
177,Worship Facility,4,NORTHEAST,1952,2,56772,0,Worship Facility,Worship Facility,56772.0,,,,,46.0,43.0,0.0,975113.0,1464372.0,1.49
178,Worship Facility,4,NORTHEAST,1952,3,103000,0,Worship Facility,Worship Facility,103000.0,,,,,42.0,47.09999847,0.0,2338435.0,2515995.0,1.46
185,Other,7,DOWNTOWN,1914,7,128766,0,"Office, Other, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,109754.0,Other,12876.0,Office,6136.0,62.36363636363637,47.0,0.0,5732650.0,324760.0,0.44
186,Residence Hall,7,DOWNTOWN,1913,9,107572,0,"Office, Residence Hall/Dormitory, Retail Store",Residence Hall/Dormitory,63934.0,Office,27143.0,Retail Store,10568.0,76.0,54.79999924,3076446.5,2496056.0,0.0,2.37
187,Other,7,DOWNTOWN,1955,15,230880,0,Other,Other,203000.0,,,,,62.36363636363637,306.3999939,0.0,62197171.0,0.0,1.88
192,Other,7,MAGNOLIA / QUEEN ANNE,1973,1,76086,0,Other,Other,77810.0,,,,,62.36363636363637,42.0,0.0,1563366.0,1704198.0,1.33
193,Medical Office,7,MAGNOLIA / QUEEN ANNE,1927,5,190000,39000,"Medical Office, Office",Medical Office,146741.0,Office,9805.0,,,1.0,183.5,0.0,18745441.0,9986059.0,3.48
194,Hotel,7,DOWNTOWN,1961,4,122309,0,Hotel,Hotel,122309.0,,,,,8.0,208.1000061,0.0,6322533.0,19131155.0,8.67
195,Other,7,DOWNTOWN,1995,3,215476,0,Other,Other,217088.0,,,,,62.36363636363637,110.5999985,0.0,13788853.0,10228916.0,2.97
196,Hotel,7,DOWNTOWN,2003,8,254273,38800,Hotel,Hotel,277000.0,,,,,29.0,96.19999695,0.0,13763542.0,12895700.0,3.07
197,Other,7,DOWNTOWN,1980,2,69400,0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,69400.0,,,,,62.36363636363637,213.6999969,0.0,10534370.0,4299104.0,4.35
198,Mixed Use Property,7,DOWNTOWN,1900,1,62900,0,"Other, Restaurant, Retail Store",Restaurant,32494.0,Other,29793.0,Retail Store,3384.300049,61.96153846153846,158.3000031,0.0,3787933.0,6606397.0,6.0
199,Small- and Mid-Sized Office,7,DOWNTOWN,1914,4,56500,0,"Office, Retail Store",Office,33000.0,Retail Store,7000.0,,,98.0,34.5,492761.8125,887532.0,0.0,0.78
200,Warehouse,2,GREATER DUWAMISH,2008,4,203504,0,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,159372.0,Other - Services,44132.0,,,72.0,18.60000038,0.0,3785282.0,0.0,0.13
201,Large Office,7,DOWNTOWN,1968,3,100734,26731,Office,Office,100734.0,,,,,20.0,97.19999695,0.0,9788716.0,0.0,0.68
202,Small- and Mid-Sized Office,7,DOWNTOWN,1981,4,77662,18504,"Office, Parking",Office,62108.0,Parking,17570.0,,,57.0,80.59999847,0.0,4286102.0,721298.0,0.88
203,Large Office,7,DOWNTOWN,1978,12,234000,21790,"Financial Office, Laboratory, Office, Parking",Office,173786.0,Laboratory,29865.0,Parking,25373.0,39.0,89.40000153,0.0,18246151.0,415452.0,0.64
204,Large Office,7,DOWNTOWN,1989,25,369996,0,"Office, Parking",Office,383942.0,Parking,127192.0,,,74.0,64.5,0.0,24755084.0,0.0,0.47
205,Retail Store,7,DOWNTOWN,1925,10,693450,0,"Office, Retail Store",Retail Store,361107.0,Office,332343.0,,,93.0,57.79999924,21230.80078,37497068.0,2544584.0,0.57
206,Large Office,7,DOWNTOWN,1976,33,791396,0,"Lifestyle Center, Office, Other, Parking, Restaurant",Office,622034.0,Parking,132465.0,Other,33110.0,89.0,60.29999924,0.0,40839637.0,538251.0,0.4
207,Large Office,7,DOWNTOWN,2000,23,747747,205076,"Office, Parking, Restaurant",Office,542461.0,Parking,219045.0,Restaurant,9337.0,90.0,56.20000076,0.0,27883939.0,3101477.0,0.48
208,Small- and Mid-Sized Office,7,DOWNTOWN,1926,10,63409,7757,"Office, Retail Store",Office,45260.0,Retail Store,6187.0,,,90.0,66.90000153,2086424.75,1357845.0,0.0,2.69
209,Large Office,7,DOWNTOWN,1930,17,204790,30000,"Office, Other - Recreation, Parking, Retail Store",Office,142034.0,Other - Recreation,17070.0,Retail Store,14666.0,91.0,44.5,0.0,6736076.0,1003622.0,0.49
210,Small- and Mid-Sized Office,7,DOWNTOWN,1916,5,73399,0,"Office, Retail Store",Office,51557.0,Retail Store,9976.0,,,61.0,61.09999847,0.0,3757005.0,0.0,0.36
211,Large Office,7,DOWNTOWN,1969,20,265851,32334,"Office, Parking",Office,226454.0,Parking,29214.0,,,90.0,64.59999847,6568832.0,8064399.0,0.0,2.12
212,Large Office,7,DOWNTOWN,2009,25,758043,228668,"Office, Parking",Office,582725.0,Parking,191082.0,,,95.0,46.40000153,0.0,26131643.0,886373.0,0.3
213,Large Office,7,DOWNTOWN,1968,12,206000,0,"Office, Parking",Office,161000.0,Parking,51250.0,,,91.0,53.29999924,2312496.75,6267781.0,0.0,1.08
214,Large Office,7,DOWNTOWN,2009,36,824887,154972,"Office, Parking",Office,743562.0,Parking,161119.0,,,97.0,53.20000076,0.0,39523847.0,0.0,0.33
215,Large Office,7,DOWNTOWN,1990,16,480840,141600,"Fitness Center/Health Club/Gym, Office, Other, Parking, Restaurant",Office,311736.0,Parking,123356.0,Fitness Center/Health Club/Gym,18239.0,94.0,52.70000076,0.0,17733276.0,133724.0,0.27
216,Small- and Mid-Sized Office,7,DOWNTOWN,1900,7,89550,0,"Office, Retail Store, Social/Meeting Hall",Office,64712.0,Retail Store,10058.0,Social/Meeting Hall,7030.0,85.0,47.70000076,348386.8125,3554872.0,0.0,0.58
217,Small- and Mid-Sized Office,7,DOWNTOWN,1900,6,89355,0,"Office, Retail Store",Office,82355.0,Retail Store,7000.0,,,66.0,46.79999924,0.0,4116601.0,61632.0,0.36
218,Large Office,7,DOWNTOWN,1922,15,388934,0,Office,Office,388934.0,,,,,89.0,47.79999924,1192343.75,17384553.0,0.0,0.55
219,Large Office,7,DOWNTOWN,1929,22,384302,0,"Convenience Store without Gas Station, Food Service, Office",Office,348969.0,Convenience Store without Gas Station,3291.899902,Food Service,1437.0,98.0,28.39999962,0.0,10062435.0,0.0,0.18
220,Large Office,7,DOWNTOWN,1958,17,378525,84600,"Office, Parking",Office,236827.0,Parking,83311.0,Restaurant,14679.0,69.0,105.1999969,10921066.0,13985064.0,0.0,2.48
221,Large Office,7,DOWNTOWN,1983,47,1323055,0,"Office, Parking, Restaurant",Office,1011135.0,Parking,272682.0,Restaurant,37595.0,94.0,42.59999847,0.0,44521844.0,161812.0,0.24
222,Large Office,7,DOWNTOWN,1986,41,589921,129432,"Office, Parking, Pre-school/Daycare",Office,470416.0,Parking,107667.0,Pre-school/Daycare,10290.0,84.0,51.20000076,0.0,24603417.0,0.0,0.29
223,Small- and Mid-Sized Office,7,DOWNTOWN,1950,6,91091,1392,"Office, Parking",Office,89699.0,Parking,1392.0,,,67.21794871794872,20.5,480784.0,1355021.0,0.0,0.51
224,Large Office,7,DOWNTOWN,1968,8,157941,62993,"Office, Parking",Office,84838.0,Parking,15401.0,,,81.0,44.09999847,0.0,3743228.0,0.0,0.17
225,Large Office,7,DOWNTOWN,1991,29,635303,197231,"Office, Parking",Office,522667.0,Parking,194435.0,Convenience Store without Gas Station,6122.0,95.0,34.90000153,180731.7969,18040489.0,0.0,0.22
