,CouncilDistrictCode,YearBuilt,NumberofFloors,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity,PrimaryPropertyType_Distribution Center,PrimaryPropertyType_Hospital,PrimaryPropertyType_Hotel,PrimaryPropertyType_K-12 School,PrimaryPropertyType_Laboratory,PrimaryPropertyType_Large Office,PrimaryPropertyType_Low-Rise Multifamily,PrimaryPropertyType_Medical Office,PrimaryPropertyType_Mixed Use Property,PrimaryPropertyType_Other,PrimaryPropertyType_Refrigerated Warehouse,PrimaryPropertyType_Residence Hall,PrimaryPropertyType_Restaurant,PrimaryPropertyType_Retail Store,PrimaryPropertyType_Self-Storage Facility,PrimaryPropertyType_Senior Care Community,PrimaryPropertyType_Small- and Mid-Sized Office,PrimaryPropertyType_Supermarket / Grocery Store,PrimaryPropertyType_University,PrimaryPropertyType_Warehouse,PrimaryPropertyType_Worship Facility
775,4,1956,2,20.0,185.6999969,371.6000061,0.0,2185523.0,2615949.0,5.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
776,4,2003,2,82.0,67.59999847,206.8000031,0.0,3247196.0,130013.0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
780,7,1929,2,95.0,25.60000038,65.59999847,151742.5,360055.0,0.0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
782,7,1900,7,100.0,19.39999962,51.20000076,0.0,419848.0,132159.0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
783,7,1902,3,67.0,37.5,117.6999969,0.0,883198.0,0.0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
784,7,1903,3,61.96153846153846,40.90000153,99.0,0.0,697769.0,364954.0,0.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
785,7,1978,2,55.0,83.59999847,262.3999939,0.0,2186018.0,0.0,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
786,7,1906,5,24.0,68.5,215.1000061,0.0,1989287.0,0.0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
787,7,1906,2,86.0,26.60000038,83.5,0.0,1245187.0,0.0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
788,7,1979,3,51.0,53.0,166.1999969,0.0,2062620.0,4732.0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
789,7,1908,3,50.0,38.40000153,95.5,0.0,923904.0,421122.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
792,7,1954,3,75.0,63.90000153,117.8000031,0.0,643674.0,1053305.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
793,7,1931,2,32.0,59.40000153,147.0,0.0,1064100.0,496361.0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
794,7,1926,3,50.0,47.90000153,150.3999939,0.0,2385395.0,0.0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
796,7,1954,2,61.96153846153846,20.20000076,63.40000153,0.0,418348.0,0.0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
797,7,1990,5,87.0,42.29999924,94.09999847,0.0,1375435.0,1067630.0,1.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,7,1955,2,2.0,59.59999847,187.3000031,0.0,1858224.0,0.0,0.41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
806,7,1925,2,53.0,55.59999847,141.0,450522.3125,991378.0,0.0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
807,7,1923,3,63.63590772316951,157.8999939,288.8999939,0.0,1319044.0,2213922.0,5.66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
809,7,1926,4,63.63590772316951,696.7000122,1206.699951,0.0,10854749.0,22413661.0,25.71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,7,1925,1,66.11111111111111,18.0,41.59999847,0.0,264519.0,175002.0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
815,7,1952,4,51.0,58.20000076,182.8999939,0.0,1553175.0,33.0,0.41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
819,7,1922,2,62.36363636363637,79.5,174.6999969,0.0,1699362.0,1396520.0,2.28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
828,7,1965,1,67.21794871794872,44.90000153,97.40000153,0.0,571058.0,496096.0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
829,7,1967,4,61.0,50.70000076,112.5999985,0.0,1495543.0,1174021.0,1.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,7,2006,2,61.96153846153846,241.1000061,701.9000244,0.0,2269684.0,278164.0,0.91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
847,6,1928,2,77.0,24.89999962,50.20000076,0.0,529029.0,616507.0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
858,4,1921,3,85.0,28.10000038,88.40000153,0.0,605130.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
859,4,1989,2,16.0,71.59999847,222.1999969,0.0,1760118.0,30954.0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
861,4,1956,2,66.11111111111111,133.3999939,406.7000122,0.0,5009101.0,229701.0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
862,4,1956,2,18.0,124.0,375.7000122,0.0,6424200.0,354493.0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863,4,1956,1,67.0,108.6999969,320.7999878,0.0,2314166.0,231239.0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
864,4,1997,1,66.11111111111111,73.5,219.8999939,0.0,4312919.0,331258.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
867,4,1961,2,91.0,51.40000153,109.1999969,0.0,817987.0,769468.0,1.93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,7,1923,3,63.63590772316951,133.1999969,322.7999878,0.0,2941315.0,1534335.0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
873,7,1927,4,81.0,57.40000153,127.4000015,882630.6875,974524.0,0.0,2.32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
874,7,1960,7,24.0,65.30000305,132.1000061,0.0,1859869.0,2134044.0,2.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,7,1978,5,51.0,106.1999969,229.3000031,0.0,1834098.0,1626177.0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
882,6,1910,2,88.0,20.70000076,36.40000153,0.0,167075.0,329402.0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
883,6,1948,2,57.0,39.5,67.5,0.0,266359.0,579602.0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
887,2,1990,2,80.0,24.0,51.09999847,0.0,583296.0,549194.0,0.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
888,3,2006,6,100.0,21.0,41.59999847,0.0,481168.0,595565.0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
890,4,1930,3,63.421052631578945,71.59999847,107.9000015,0.0,328800.0,1171510.0,3.08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
894,7,1910,3,63.63590772316951,24.89999962,72.80000305,0.0,642346.0,74710.0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
895,7,1957,2,72.0,58.40000153,120.3000031,0.0,609724.0,651813.0,1.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,7,1995,3,43.0,40.70000076,127.9000015,0.0,931148.0,0.0,0.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,4,1972,1,88.0,33.70000076,61.0,0.0,323802.0,564230.0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
904,2,1965,2,2.0,39.59999847,87.69999695,0.0,479159.0,381205.0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
911,6,1945,1,61.96153846153846,14.30000019,37.09999847,0.0,258178.0,92087.0,0.32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
912,6,1960,4,61.96153846153846,81.0,198.3999939,0.0,1123427.0,555032.0,1.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
921,4,1900,3,71.0,24.70000076,77.5,0.0,813641.0,0.0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
922,4,1921,3,62.36363636363637,23.20000076,73.0,0.0,688642.0,0.0,0.16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
923,4,1930,3,72.0,34.79999924,109.3000031,0.0,716279.0,0.0,0.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,4,1926,2,17.0,63.29999924,107.1999969,0.0,934028.0,2106168.0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
934,4,1993,3,16.0,123.5,242.5,0.0,1187175.0,1530688.0,3.13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
952,3,1982,15,94.0,16.5,51.70000076,0.0,2882489.0,0.0,0.17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
953,4,2000,2,52.0,37.59999847,89.0,0.0,710478.0,417701.0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
954,4,1989,3,44.0,69.59999847,144.8999939,0.0,3307692.0,3381491.0,9.43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,4,2012,2,68.0,48.0,149.3999939,0.0,2605669.0,36012.0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
964,7,1925,9,8.0,83.59999847,176.6000061,3578548.25,4159822.0,952277.0,3.42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,2,1981,3,98.0,56.59999847,177.8000031,0.0,3321035.0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
968,6,2007,2,61.96153846153846,54.70000076,153.8999939,0.0,1553414.0,287740.0,0.67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
972,2,1969,2,62.36363636363637,52.09999847,143.8999939,0.0,1782740.0,394335.0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
973,7,1900,5,77.0,54.5,131.8000031,0.0,1424622.0,754068.0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
974,7,1900,5,54.02836879432624,3.0,9.5,0.0,90559.0,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
975,7,1926,11,98.0,59.29999924,93.40000153,1158118.25,456350.0,533500.0,3.34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,7,1922,3,62.36363636363637,77.40000153,136.6999969,1165335.75,957761.0,919779.0,3.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
978,7,1908,5,62.36363636363637,65.90000153,206.8000031,0.0,2735166.0,0.0,0.46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
980,7,1909,6,94.0,92.69999695,155.3000031,0.0,993349.0,2328254.0,3.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,1,1922,2,76.0,68.90000153,93.09999847,0.0,574940.0,3412276.0,5.54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,1,1965,3,98.0,42.20000076,64.40000153,0.0,478349.0,1618486.0,1.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,1,1923,2,60.0,37.0,76.30000305,0.0,682782.0,728523.0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
985,1,1926,2,61.96153846153846,81.30000305,185.6999969,0.0,799029.0,554971.0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
986,1,1930,2,61.96153846153846,206.1000061,299.2999878,0.0,821211.0,3444604.0,9.11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
989,1,1948,1,62.36363636363637,116.0,243.5,0.0,1676726.0,1666824.0,2.41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
990,1,1946,2,100.0,74.0,232.3999939,0.0,1906385.0,0.0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
992,1,1984,1,62.36363636363637,122.4000015,232.3000031,0.0,2484706.0,3633594.0,6.31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
993,1,1981,3,60.0,59.70000076,172.0,0.0,2352594.0,334171.0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1000,5,1979,1,61.96153846153846,6.5,20.39999962,0.0,267135.0,0.0,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1002,5,1949,1,62.36363636363637,189.1000061,324.0,0.0,1110079.0,2388136.0,6.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1007,5,2013,1,62.36363636363637,41.79999924,84.5,0.0,632722.0,729072.0,1.32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1010,2,1985,1,36.0,29.5,92.19999695,0.0,1799898.0,11608.0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1011,3,1990,2,25.0,67.09999847,192.3000031,0.0,2275174.0,340073.0,0.87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,1,1924,1,62.36363636363637,229.3999939,492.7000122,0.0,2671917.0,2417166.0,6.63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1017,2,1969,1,53.725,47.09999847,140.8000031,0.0,1133481.0,86264.0,0.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,2,1953,1,76.8,29.10000038,91.40000153,0.0,741287.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1019,2,1970,2,54.02836879432624,74.19999695,227.3999939,0.0,2216816.0,84227.0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1020,2,1961,1,57.0,48.90000153,139.0,0.0,1259195.0,207865.0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1021,2,1954,1,53.725,18.70000076,39.20000076,0.0,217294.0,216577.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,2,2009,3,67.21794871794872,50.5,151.8000031,0.0,1799412.0,122389.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1024,3,1970,2,81.0,60.0,126.9000015,0.0,1085835.0,1044839.0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1025,3,1977,1,62.36363636363637,21.60000038,68.0,0.0,1441665.0,0.0,0.28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1027,2,1963,2,62.36363636363637,5.900000095,18.39999962,0.0,117438.0,0.0,0.04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1030,2,1914,1,75.0,27.89999962,87.59999847,0.0,557864.0,0.0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1031,2,1955,2,91.0,7.599999905,23.89999962,0.0,248616.0,0.0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1033,7,1962,1,38.0,344.1000061,755.2000122,0.0,4878886.0,4026400.0,9.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1035,7,1948,1,62.36363636363637,90.40000153,166.5,0.0,884313.0,1448683.0,3.05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1041,2,1955,1,92.0,7.199999809,22.5,0.0,243518.0,0.0,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,1,1953,1,6.0,56.70000076,107.4000015,0.0,720945.0,1067203.0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1043,2,1951,1,54.02836879432624,52.40000153,93.0,0.0,436193.0,820840.0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1044,2,1952,1,63.63590772316951,60.90000153,74.59999847,0.0,112187.0,1221451.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1046,2,1961,1,54.02836879432624,19.79999924,55.59999847,0.0,632708.0,119386.0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1047,2,1998,1,72.0,30.79999924,56.79999924,0.0,416047.0,680599.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,2,1975,1,77.0,4.800000191,15.0,0.0,238970.0,0.0,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,7,1947,2,87.0,32.29999924,48.5,0.0,156920.0,574402.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1058,5,1976,2,62.36363636363637,82.59999847,206.6999969,0.0,2225423.0,979262.0,1.74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1059,5,1988,2,63.63590772316951,15.0,26.0,0.0,247692.0,505583.0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1060,2,1938,1,12.0,51.59999847,87.19999695,0.0,481781.0,1095260.0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1071,7,1922,3,99.0,29.0,59.90000153,0.0,472481.0,499509.0,0.91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,7,1963,2,55.0,41.5,61.0,0.0,219393.0,867285.0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1081,2,1956,1,61.0,24.10000038,51.70000076,0.0,341140.0,310153.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,4,1957,2,99.0,25.89999962,81.40000153,0.0,361542.0,0.0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1094,4,1961,3,91.0,25.70000076,79.30000305,0.0,735889.0,19729.0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1096,4,1985,5,62.0,57.20000076,179.6999969,0.0,4704936.0,0.0,0.24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,4,1988,3,49.0,64.5,138.1000061,0.0,710939.0,650489.0,1.87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1105,4,2013,5,98.0,32.0,110.5999985,0.0,3601473.0,887828.0,0.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,4,1900,2,48.0,64.69999695,198.6999969,0.0,1282333.0,43845.0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1109,6,1966,2,3.0,337.5,561.0999756,0.0,3561375.0,8587344.0,13.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1110,4,1930,2,82.0,23.70000076,54.5,0.0,361384.0,243802.0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1111,4,1986,1,79.0,73.5,121.0999985,0.0,486316.0,1219199.0,2.94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,6,1960,1,98.0,33.29999924,51.29999924,0.0,179517.0,590816.0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1116,6,1922,3,43.0,76.80000305,122.8000031,0.0,680757.0,1915026.0,3.69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,2,1954,2,69.0,40.79999924,71.40000153,0.0,611581.0,1218400.0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1120,7,1925,1,94.0,26.60000038,64.69999695,0.0,857142.0,441165.0,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,2,1966,2,51.0,161.8000031,304.8999939,0.0,2708255.0,4074180.0,4.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1124,2,1977,1,62.0,19.70000076,61.79999924,0.0,439066.0,0.0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1125,2,1976,1,62.36363636363637,225.8000031,432.3999939,0.0,4233850.0,6000871.0,7.39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1126,2,1982,2,69.0,36.79999924,115.5,0.0,1471914.0,0.0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1127,2,1970,2,67.0,46.70000076,146.6000061,0.0,1269367.0,0.0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1128,2,1970,1,62.36363636363637,16.29999924,51.20000076,0.0,452612.0,0.0,0.12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1129,2,1968,1,54.02836879432624,64.19999695,116.0,0.0,642420.0,1136012.0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1130,2,1969,2,67.21794871794872,69.09999847,158.5,0.0,1064725.0,722394.0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1131,2,1969,2,41.0,96.0,183.1999969,0.0,985457.0,1413896.0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1132,2,1969,1,65.0,10.39999962,32.70000076,0.0,222600.0,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1133,4,1958,2,95.0,24.89999962,78.30000305,0.0,534704.0,0.0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1134,3,1998,1,61.96153846153846,31.10000038,67.0,0.0,331967.0,298283.0,0.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1136,6,2006,4,67.21794871794872,36.70000076,103.0999985,0.0,849654.0,161314.0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1139,4,1985,3,94.0,42.79999924,99.59999847,0.0,687472.0,438685.0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1142,7,1928,6,63.63590772316951,15.19999981,47.90000153,0.0,710275.0,0.0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1144,7,1916,2,5.0,18.5,58.0,0.0,478690.0,0.0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1146,7,1919,2,93.0,26.0,74.0,0.0,867448.0,144219.0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1147,7,1910,8,93.0,52.20000076,150.3999939,0.0,2534592.0,362488.0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,7,1919,2,75.0,74.80000305,170.6000061,0.0,1057542.0,736309.0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1154,3,1925,4,92.0,62.29999924,99.09999847,1739620.75,512225.0,227114.0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1155,3,1920,3,62.36363636363637,91.19999695,185.6000061,230989.2969,1314572.0,1277622.0,3.06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1156,3,1946,3,1.0,166.1999969,367.3999939,1639341.375,1972293.0,155501.0,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1158,6,1927,2,54.02836879432624,65.80000305,146.0,0.0,1244691.0,982947.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1159,6,2001,3,61.96153846153846,100.3000031,227.1000061,0.0,2439095.0,1754275.0,2.63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1161,6,2001,5,79.0,52.29999924,164.3999939,0.0,1291405.0,0.0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1162,6,1911,2,98.0,56.29999924,89.59999847,0.0,264984.0,756812.0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1163,6,1906,3,88.0,39.29999924,123.5,0.0,1215156.0,0.0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1165,6,1947,1,95.0,38.70000076,104.5999985,0.0,1436548.0,382320.0,0.65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1166,6,1984,1,5.0,72.90000153,138.3999939,0.0,784585.0,1149639.0,2.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,6,1981,2,67.21794871794872,25.70000076,69.80000305,0.0,458439.0,117966.0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1168,6,1969,1,62.36363636363637,99.30000305,234.6999969,0.0,1918002.0,1132453.0,2.39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1169,6,1986,2,47.0,59.0,181.3000031,0.0,2104103.0,69040.0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
